date_time,rmse,mse,r2,mae,mape
2024-11-09 19:06:29,50.51908122586949,2552.1775679059992,0.9687349079868277,38.76965645808349,0.005487661431174097
2024-11-09 19:14:25,50.51908122586949,2552.1775679059992,0.9687349079868277,38.76965645808349,0.005487661431174097
2024-11-10 23:09:35,50.51908122586949,2552.1775679059992,0.9687349079868277,38.76965645808349,0.005487661431174097
2024-11-10 23:12:28,0.0072318659133146146,5.229988458816183e-05,-0.09363516487529955,0.005600517456903145,34772149362.22681
2024-11-14 03:08:16,49.51216758052013,2451.4547385215087,0.9411604087089274,38.441929356684184,0.005502326420126805
2024-11-14 03:08:36,49.49171718511808,2449.430069931712,0.9412090046183078,38.341017012890454,0.0054868978860280965
2024-11-14 03:11:26,0.0072581237637950125,5.2680360570565874e-05,-0.13368669617956752,0.00566184113663843,27035476248.725395
2024-11-14 03:11:47,0.007266194648644751,5.2797584671993616e-05,-0.13620937071749561,0.005666667554691142,42001932324.41956
2024-11-14 03:28:14,49.49171718511808,2449.430069931712,0.9412090046183078,38.341017012890454,0.0054868978860280965
2024-11-14 03:28:38,49.51216758052013,2451.4547385215087,0.9411604087089274,38.441929356684184,0.005502326420126805
2024-11-14 03:29:08,0.007266194648644751,5.2797584671993616e-05,-0.13620937071749561,0.005666667554691142,42001932324.41956
2024-11-14 03:29:38,0.007264062612086638,5.276660563231496e-05,-0.13248521621658482,0.005663358359077412,25780351473.698685
2024-11-14 11:05:37,0.007272617439995791,5.2890964428530936e-05,-0.135154224323766,0.005668573872931222,40377931484.07428
