Date,Close,Open,High,Low,Volume,Change%
05/06/2014,4935.56,4932.44,4938.28,4912.89,"2,63B","0,06%"
06/06/2014,4937.18,4931.49,4958.43,4928.9,"2,60B","0,03%"
09/06/2014,4885.08,4945.84,4948.61,4876.19,"3,08B","-1,06%"
10/06/2014,4946.09,4893.71,4946.09,4893.71,"2,48B","1,25%"
11/06/2014,4971.95,4942.73,4971.95,4939.98,"2,81B","0,52%"
12/06/2014,4934.41,4963.12,4965.88,4920.99,"2,72B","-0,76%"
13/06/2014,4926.66,4927.37,4929.61,4918.48,"2,25B","-0,16%"
16/06/2014,4885.46,4924.07,4929.55,4880.16,"2,70B","-0,84%"
17/06/2014,4909.52,4889.72,4909.52,4878.32,"2,56B","0,49%"
18/06/2014,4887.86,4906.55,4906.67,4881.95,"2,74B","-0,44%"
19/06/2014,4864.27,4895.96,4900.32,4859.2,"2,93B","-0,48%"
20/06/2014,4847.7,4874.97,4884.48,4847.7,"2,46B","-0,34%"
23/06/2014,4842.13,4857.92,4868.02,4840.98,"2,88B","-0,11%"
24/06/2014,4862.24,4847.43,4869.02,4847.43,"3,18B","0,42%"
25/06/2014,4838.98,4859.88,4875.02,4838.98,"2,96B","-0,48%"
26/06/2014,4872.42,4846.98,4872.42,4846.21,"3,04B","0,69%"
27/06/2014,4845.13,4864.18,4871.08,4835.04,"3,08B","-0,56%"
30/06/2014,4878.58,4847.2,4878.58,4845.61,"3,44B","0,69%"
01/07/2014,4884.82,4877.65,4884.82,4862.42,"3,19B","0,13%"
02/07/2014,4908.27,4887.85,4908.27,4879.2,"2,76B","0,48%"
03/07/2014,4888.73,4905.73,4908.23,4887.98,"3,14B","-0,40%"
04/07/2014,4905.82,4884.44,4917.67,4884.44,"3,78B","0,35%"
07/07/2014,4989.03,4921.79,4989.03,4918.86,"5,24B","1,70%"
08/07/2014,5024.71,5008.46,5050.56,5008.15,"5,89B","0,72%"
09/07/2014,5024.71,5024.71,5024.71,5024.71,,"0,00%"
10/07/2014,5098.01,5109.61,5165.42,5072.98,"7,73B","1,46%"
11/07/2014,5032.6,5073.14,5078.7,5002.98,"3,59B","-1,28%"
12/07/2014,5032.6,5032.6,5032.6,5032.6,,"0,00%"
14/07/2014,5021.06,5041.35,5047.76,4999.85,"3,23B","-0,23%"
15/07/2014,5070.82,5032.96,5070.82,5032.96,"3,85B","0,99%"
16/07/2014,5113.93,5076.27,5132.73,5076.27,"5,39B","0,85%"
17/07/2014,5071.2,5128.51,5136.78,5039.35,"4,15B","-0,84%"
18/07/2014,5087.01,5048.88,5100.78,5040.25,"3,33B","0,31%"
20/07/2014,5087.01,5087.01,5087.01,5087.01,,"0,00%"
21/07/2014,5127.12,5107.46,5129.99,5107.46,"4,76B","0,79%"
22/07/2014,5083.52,5141.97,5155.03,5014.01,"5,60B","-0,85%"
23/07/2014,5093.23,5104.83,5139.67,5087.22,"4,14B","0,19%"
24/07/2014,5098.64,5110.0,5119.49,5080.06,"3,38B","0,11%"
25/07/2014,5088.8,5104.56,5110.17,5059.99,"3,84B","-0,19%"
27/07/2014,5088.8,5088.8,5088.8,5088.8,,"0,00%"
02/08/2014,5088.8,5088.8,5088.8,5088.8,,"0,00%"
04/08/2014,5119.24,5076.23,5119.24,5050.52,"3,55B","0,60%"
05/08/2014,5109.09,5123.06,5124.98,5091.29,"3,71B","-0,20%"
06/08/2014,5058.23,5081.82,5085.72,5050.69,"3,54B","-1,00%"
07/08/2014,5066.98,5052.09,5068.42,5043.52,"3,91B","0,17%"
08/08/2014,5053.76,5068.03,5076.56,5048.0,"2,95B","-0,26%"
10/08/2014,5053.76,5053.76,5053.76,5053.76,,"0,00%"
11/08/2014,5113.24,5090.77,5113.24,5087.99,"3,29B","1,18%"
12/08/2014,5132.4,5129.12,5144.01,5127.21,"4,12B","0,37%"
13/08/2014,5168.27,5137.2,5168.27,5134.23,"3,57B","0,70%"
14/08/2014,5155.55,5170.48,5177.98,5133.49,"4,17B","-0,25%"
15/08/2014,5148.96,5155.59,5161.35,5144.07,"3,37B","-0,13%"
18/08/2014,5156.75,5154.4,5165.58,5147.39,"3,60B","0,15%"
19/08/2014,5165.17,5171.55,5178.33,5160.15,"3,74B","0,16%"
20/08/2014,5190.17,5167.6,5190.93,5166.87,"3,35B","0,48%"
21/08/2014,5206.14,5190.17,5206.14,5154.69,"3,52B","0,31%"
22/08/2014,5198.9,5215.83,5223.98,5186.56,"3,61B","-0,14%"
25/08/2014,5184.96,5194.47,5200.01,5177.69,"3,39B","-0,27%"
26/08/2014,5146.55,5191.25,5195.11,5144.27,"4,01B","-0,74%"
27/08/2014,5165.25,5144.96,5171.38,5144.96,"3,26B","0,36%"
28/08/2014,5184.48,5166.21,5194.48,5165.02,"3,65B","0,37%"
29/08/2014,5136.86,5175.26,5192.83,5136.86,"3,35B","-0,92%"
31/08/2014,5136.86,5136.86,5136.86,5136.86,,"0,00%"
01/09/2014,5177.62,5159.94,5179.85,5157.34,"2,94B","0,79%"
02/09/2014,5201.59,5179.33,5201.95,5179.33,"3,51B","0,46%"
03/09/2014,5224.14,5206.12,5226.25,5206.12,"3,86B","0,43%"
04/09/2014,5205.32,5225.29,5232.66,5195.4,"3,53B","-0,36%"
05/09/2014,5217.34,5200.37,5224.3,5199.91,"3,51B","0,23%"
08/09/2014,5246.48,5241.23,5262.57,5241.14,"3,28B","0,56%"
09/09/2014,5197.12,5249.08,5251.66,5197.12,"3,90B","-0,94%"
10/09/2014,5142.99,5190.25,5190.25,5129.73,"4,40B","-1,04%"
11/09/2014,5133.03,5147.09,5178.3,5133.03,"4,90B","-0,19%"
12/09/2014,5143.71,5135.1,5156.97,5127.73,"3,18B","0,21%"
13/09/2014,5143.71,5143.71,5143.71,5143.71,,"0,00%"
15/09/2014,5144.9,5118.27,5148.72,5117.73,"3,04B","0,02%"
16/09/2014,5130.5,5151.79,5156.73,5130.5,"2,98B","-0,28%"
17/09/2014,5188.18,5159.14,5198.29,5157.86,"3,98B","1,12%"
18/09/2014,5208.14,5196.4,5216.58,5186.93,"3,18B","0,38%"
19/09/2014,5227.58,5216.44,5250.83,5210.31,"4,02B","0,37%"
22/09/2014,5219.8,5219.33,5228.91,5208.95,"3,00B","-0,15%"
23/09/2014,5188.11,5201.95,5202.45,5184.16,"3,27B","-0,61%"
24/09/2014,5174.01,5190.1,5207.2,5174.01,"3,63B","-0,27%"
25/09/2014,5201.38,5201.51,5213.24,5180.31,"3,37B","0,53%"
26/09/2014,5132.56,5143.03,5143.03,5105.32,"4,05B","-1,32%"
27/09/2014,5132.56,5132.56,5132.56,5132.56,,"0,00%"
29/09/2014,5142.01,5122.83,5142.01,5082.73,"3,37B","0,18%"
30/09/2014,5137.58,5115.81,5151.01,5102.41,"3,72B","-0,09%"
01/10/2014,5140.91,5148.57,5165.39,5124.23,"4,03B","0,06%"
02/10/2014,5000.81,5107.11,5107.11,4996.96,"3,94B","-2,73%"
03/10/2014,4949.35,5009.67,5024.58,4933.04,"3,72B","-1,03%"
06/10/2014,5000.14,4975.2,5006.34,4946.7,"2,39B","1,03%"
07/10/2014,5032.84,5017.15,5048.23,5000.16,"3,87B","0,65%"
08/10/2014,4958.52,4992.42,5004.56,4958.52,"2,99B","-1,48%"
09/10/2014,4993.88,4993.23,5014.51,4992.67,"3,14B","0,71%"
10/10/2014,4962.96,4948.28,4971.03,4933.39,"2,81B","-0,62%"
13/10/2014,4913.05,4937.36,4947.01,4913.05,"2,61B","-1,01%"
14/10/2014,4922.58,4902.46,4941.6,4900.72,"2,67B","0,19%"
15/10/2014,4962.94,4947.78,4972.99,4943.0,"3,21B","0,82%"
16/10/2014,4951.61,4933.29,4976.62,4924.57,"3,25B","-0,23%"
17/10/2014,5028.95,4958.18,5043.77,4953.5,"4,40B","1,56%"
20/10/2014,5040.53,5068.58,5101.21,5040.53,"4,16B","0,23%"
21/10/2014,5029.34,5057.29,5060.33,5016.46,"2,87B","-0,22%"
22/10/2014,5074.32,5055.49,5079.23,5054.39,"3,27B","0,89%"
23/10/2014,5103.52,5076.59,5103.52,5069.24,"3,62B","0,58%"
24/10/2014,5073.07,5098.29,5107.26,5062.9,"2,83B","-0,60%"
27/10/2014,5024.29,5086.25,5091.05,5024.29,"2,64B","-0,96%"
28/10/2014,5001.3,5028.33,5032.55,4995.85,"3,17B","-0,46%"
29/10/2014,5074.06,5019.49,5074.31,5018.97,"3,66B","1,45%"
30/10/2014,5058.85,5072.91,5076.29,5032.38,"3,45B","-0,30%"
31/10/2014,5089.55,5076.1,5089.55,5060.6,"3,25B","0,61%"
03/11/2014,5085.51,5102.54,5103.7,5060.32,"2,94B","-0,08%"
04/11/2014,5070.94,5078.52,5090.45,5070.49,"3,16B","-0,29%"
05/11/2014,5066.83,5075.24,5087.24,5052.01,"3,82B","-0,08%"
06/11/2014,5034.23,5069.94,5074.25,5029.95,"3,10B","-0,64%"
07/11/2014,4987.42,5033.36,5040.97,4979.2,"3,81B","-0,93%"
10/11/2014,4965.39,4997.3,5008.79,4965.39,"3,01B","-0,44%"
11/11/2014,5032.28,4971.12,5043.52,4970.5,"3,52B","1,35%"
12/11/2014,5048.84,5047.24,5067.97,5035.7,"3,06B","0,33%"
13/11/2014,5048.67,5046.5,5052.49,5029.62,"2,86B","0,00%"
14/11/2014,5049.49,5047.64,5068.08,5035.46,"2,84B","0,02%"
17/11/2014,5053.94,5037.3,5073.76,5037.03,"3,51B","0,09%"
18/11/2014,5102.47,5077.1,5102.47,5068.28,"4,10B","0,96%"
19/11/2014,5127.93,5114.15,5140.98,5111.7,"4,90B","0,50%"
20/11/2014,5093.57,5123.19,5126.28,5071.44,"3,86B","-0,67%"
21/11/2014,5112.05,5091.05,5122.82,5084.1,"4,90B","0,36%"
24/11/2014,5141.76,5133.95,5157.08,5124.81,"5,61B","0,58%"
25/11/2014,5118.94,5137.03,5149.48,5118.94,"5,20B","-0,44%"
26/11/2014,5133.04,5125.24,5137.06,5107.57,"4,82B","0,28%"
27/11/2014,5145.31,5134.7,5148.41,5134.7,"5,31B","0,24%"
28/11/2014,5149.89,5139.64,5149.89,5126.98,"5,72B","0,09%"
01/12/2014,5164.29,5150.38,5167.69,5134.75,"4,50B","0,28%"
02/12/2014,5175.79,5169.61,5194.05,5166.63,"4,98B","0,22%"
03/12/2014,5166.04,5180.26,5187.35,5157.15,"4,66B","-0,19%"
04/12/2014,5177.16,5172.04,5199.33,5160.78,"4,82B","0,22%"
05/12/2014,5187.99,5185.25,5206.22,5185.22,"3,97B","0,21%"
08/12/2014,5144.01,5197.89,5207.22,5124.54,"5,18B","-0,85%"
09/12/2014,5122.31,5132.91,5142.82,5122.31,"4,99B","-0,42%"
10/12/2014,5165.41,5121.58,5168.73,5121.58,"4,38B","0,84%"
11/12/2014,5152.69,5139.29,5166.7,5137.2,"4,59B","-0,25%"
12/12/2014,5160.43,5151.16,5178.52,5150.59,"5,16B","0,15%"
15/12/2014,5108.43,5124.26,5126.07,5094.42,"6,69B","-1,01%"
16/12/2014,5026.03,5067.95,5069.26,5005.27,"6,80B","-1,61%"
17/12/2014,5035.65,5030.81,5059.73,5021.95,"5,48B","0,19%"
18/12/2014,5113.35,5076.23,5113.35,5076.23,"6,37B","1,54%"
19/12/2014,5144.62,5141.71,5162.37,5127.72,"6,67B","0,61%"
22/12/2014,5125.77,5161.02,5167.02,5125.77,"6,04B","-0,37%"
23/12/2014,5139.07,5139.79,5151.37,5139.06,"4,17B","0,26%"
24/12/2014,5166.98,5141.38,5175.38,5140.97,"3,67B","0,54%"
29/12/2014,5178.37,5168.72,5185.66,5167.43,"3,19B","0,22%"
30/12/2014,5226.95,5177.94,5226.95,5175.64,"4,67B","0,94%"
02/01/2015,5242.77,5233.8,5247.94,5230.75,"3,81B","0,30%"
05/01/2015,5219.99,5229.68,5233.66,5206.28,"4,48B","-0,43%"
06/01/2015,5169.06,5186.2,5194.8,5169.06,"5,15B","-0,98%"
07/01/2015,5207.12,5175.55,5207.38,5174.8,"7,21B","0,74%"
08/01/2015,5211.83,5218.4,5230.18,5208.99,"6,92B","0,09%"
09/01/2015,5216.66,5226.89,5240.24,5212.28,"7,39B","0,09%"
12/01/2015,5187.93,5202.75,5220.25,5183.21,"4,77B","-0,55%"
13/01/2015,5214.36,5199.94,5217.22,5197.09,"7,29B","0,51%"
14/01/2015,5159.67,5217.2,5225.02,5159.67,"6,40B","-1,05%"
15/01/2015,5188.71,5180.43,5193.95,5168.01,"5,42B","0,56%"
16/01/2015,5148.38,5182.01,5204.49,5148.38,"4,62B","-0,78%"
19/01/2015,5152.09,5152.16,5171.68,5132.71,"4,48B","0,07%"
20/01/2015,5166.09,5154.37,5166.09,5121.81,"4,72B","0,27%"
21/01/2015,5215.27,5176.35,5215.27,5164.3,"3,97B","0,95%"
22/01/2015,5253.18,5215.64,5267.57,5215.03,"6,03B","0,73%"
23/01/2015,5323.89,5281.18,5325.04,5281.18,"6,18B","1,35%"
26/01/2015,5260.02,5302.64,5309.52,5208.42,"4,77B","-1,20%"
27/01/2015,5277.15,5254.46,5277.15,5243.75,"4,03B","0,33%"
28/01/2015,5268.85,5272.22,5279.91,5263.55,"4,52B","-0,16%"
29/01/2015,5262.72,5263.53,5266.99,5253.45,"3,94B","-0,12%"
30/01/2015,5289.4,5290.39,5298.46,5281.58,"3,95B","0,51%"
02/02/2015,5276.24,5277.15,5291.41,5257.21,"3,37B","-0,25%"
03/02/2015,5291.72,5287.62,5310.11,5282.06,"4,53B","0,29%"
04/02/2015,5315.28,5315.45,5348.84,5298.12,"5,36B","0,45%"
05/02/2015,5279.9,5309.13,5314.29,5254.04,"4,04B","-0,67%"
06/02/2015,5342.52,5297.35,5342.52,5296.6,"4,73B","1,19%"
09/02/2015,5348.47,5341.76,5375.09,5333.23,"4,17B","0,11%"
10/02/2015,5321.47,5353.81,5362.57,5310.08,"4,36B","-0,50%"
11/02/2015,5336.52,5336.66,5345.08,5327.89,"4,70B","0,28%"
12/02/2015,5343.41,5342.06,5346.14,5320.24,"4,27B","0,13%"
13/02/2015,5374.16,5363.98,5380.84,5352.95,"3,68B","0,58%"
16/02/2015,5325.49,5377.97,5384.02,5320.4,"3,53B","-0,91%"
17/02/2015,5337.5,5325.68,5342.93,5319.47,"3,47B","0,23%"
18/02/2015,5390.45,5372.75,5415.38,5372.75,"5,17B","0,99%"
20/02/2015,5400.1,5399.43,5427.31,5398.35,"4,21B","0,18%"
23/02/2015,5403.28,5409.94,5418.59,5387.38,"3,95B","0,06%"
24/02/2015,5417.31,5399.66,5422.44,5397.78,"4,18B","0,26%"
25/02/2015,5445.11,5426.23,5448.69,5425.9,"4,95B","0,51%"
26/02/2015,5451.42,5429.48,5459.07,5429.48,"4,25B","0,12%"
27/02/2015,5450.29,5455.23,5464.22,5441.14,"4,44B","-0,02%"
02/03/2015,5477.83,5452.83,5477.83,5451.57,"4,28B","0,51%"
03/03/2015,5474.62,5479.62,5499.77,5472.57,"4,32B","-0,06%"
04/03/2015,5448.06,5477.82,5484.86,5435.44,"3,97B","-0,49%"
05/03/2015,5450.95,5457.9,5476.63,5450.95,"4,14B","0,05%"
06/03/2015,5514.79,5467.15,5514.79,5460.89,"4,38B","1,17%"
09/03/2015,5444.63,5483.86,5485.0,5424.95,"4,20B","-1,27%"
10/03/2015,5462.93,5437.13,5471.28,5407.57,"4,82B","0,34%"
11/03/2015,5419.57,5438.33,5439.26,5405.94,"5,38B","-0,79%"
12/03/2015,5439.83,5418.19,5449.6,5417.6,"4,52B","0,37%"
13/03/2015,5426.47,5457.94,5462.59,5420.8,"4,23B","-0,25%"
16/03/2015,5435.27,5415.47,5449.94,5415.47,"3,65B","0,16%"
17/03/2015,5439.15,5452.83,5464.02,5431.8,"5,06B","0,07%"
18/03/2015,5413.15,5425.81,5435.04,5412.96,"4,30B","-0,48%"
19/03/2015,5453.85,5445.07,5461.3,5444.1,"4,88B","0,75%"
20/03/2015,5443.06,5433.15,5453.69,5423.28,"5,33B","-0,20%"
23/03/2015,5437.1,5455.88,5467.94,5437.1,"5,55B","-0,11%"
24/03/2015,5447.65,5440.59,5457.95,5434.46,"4,00B","0,19%"
25/03/2015,5405.49,5437.74,5440.45,5396.41,"5,17B","-0,77%"
26/03/2015,5368.8,5381.02,5413.29,5368.67,"4,82B","-0,68%"
27/03/2015,5396.85,5352.74,5397.84,5350.47,"3,36B","0,52%"
30/03/2015,5438.66,5415.28,5459.75,5411.97,"4,69B","0,77%"
31/03/2015,5518.68,5490.98,5518.68,5484.05,"4,75B","1,47%"
01/04/2015,5466.87,5516.8,5524.04,5454.53,"4,57B","-0,94%"
02/04/2015,5456.4,5480.16,5489.64,5436.95,"4,81B","-0,19%"
06/04/2015,5480.03,5467.7,5489.6,5465.61,"3,62B","0,43%"
07/04/2015,5523.29,5502.32,5523.29,5493.84,"4,78B","0,79%"
08/04/2015,5486.58,5513.98,5518.8,5476.89,"4,31B","-0,66%"
09/04/2015,5500.9,5494.55,5500.9,5478.51,"4,26B","0,26%"
10/04/2015,5491.34,5504.24,5509.0,5471.4,"4,53B","-0,17%"
13/04/2015,5447.41,5479.73,5486.88,5430.92,"3,93B","-0,80%"
14/04/2015,5419.11,5438.53,5448.45,5397.73,"4,09B","-0,52%"
15/04/2015,5414.55,5426.23,5430.07,5394.31,"4,15B","-0,08%"
16/04/2015,5420.73,5420.89,5428.22,5401.68,"5,43B","0,11%"
17/04/2015,5410.64,5418.01,5428.93,5410.64,"3,83B","-0,19%"
20/04/2015,5400.8,5406.76,5407.06,5383.25,"4,08B","-0,18%"
21/04/2015,5460.57,5406.62,5460.57,5405.0,"4,51B","1,11%"
22/04/2015,5437.12,5452.46,5458.2,5426.2,"4,34B","-0,43%"
23/04/2015,5436.21,5441.71,5464.34,5430.28,"4,12B","-0,02%"
24/04/2015,5435.35,5451.78,5464.34,5424.76,"3,22B","-0,02%"
27/04/2015,5245.45,5398.56,5403.59,5224.03,"5,10B","-3,49%"
28/04/2015,5242.16,5211.14,5242.16,5164.74,"3,72B","-0,06%"
29/04/2015,5105.56,5229.56,5237.21,5015.01,"4,86B","-2,61%"
30/04/2015,5086.43,5087.93,5141.5,5030.26,"3,99B","-0,37%"
04/05/2015,5141.14,5093.33,5171.09,5089.42,"3,85B","1,08%"
05/05/2015,5160.31,5153.76,5202.08,5130.64,"4,00B","0,37%"
06/05/2015,5184.95,5133.74,5184.95,5121.15,"3,26B","0,48%"
07/05/2015,5150.49,5155.33,5183.49,5137.82,"4,98B","-0,66%"
08/05/2015,5182.21,5175.78,5200.52,5175.75,"4,57B","0,62%"
11/05/2015,5172.48,5200.81,5215.28,5172.48,"3,80B","-0,19%"
12/05/2015,5205.61,5175.95,5217.11,5173.53,"4,30B","0,64%"
13/05/2015,5246.13,5217.15,5254.86,5199.21,"4,85B","0,78%"
15/05/2015,5227.1,5252.43,5264.93,5214.08,"4,06B","-0,36%"
18/05/2015,5237.81,5222.44,5239.87,5218.35,"4,02B","0,20%"
19/05/2015,5269.37,5236.9,5273.49,5219.57,"3,61B","0,60%"
20/05/2015,5292.75,5288.21,5312.9,5278.1,"4,00B","0,44%"
21/05/2015,5313.21,5309.99,5335.44,5275.99,"4,14B","0,39%"
22/05/2015,5315.15,5319.97,5329.02,5298.86,"3,29B","0,04%"
25/05/2015,5288.36,5309.83,5311.29,5285.42,"3,32B","-0,50%"
26/05/2015,5320.9,5285.07,5347.13,5284.11,"3,89B","0,62%"
27/05/2015,5253.39,5296.24,5315.5,5253.39,"3,75B","-1,27%"
28/05/2015,5237.4,5263.31,5278.42,5232.93,"3,42B","-0,30%"
29/05/2015,5216.38,5230.31,5252.2,5214.57,"6,05B","-0,40%"
01/06/2015,5213.82,5212.13,5215.55,5183.32,"3,09B","-0,05%"
03/06/2015,5130.5,5201.36,5205.56,5129.49,"3,48B","-1,60%"
04/06/2015,5095.82,5121.55,5143.22,5094.52,"3,34B","-0,68%"
05/06/2015,5100.57,5081.61,5100.57,5075.18,"2,91B","0,09%"
08/06/2015,5014.99,5086.35,5088.93,5006.43,"3,58B","-1,68%"
09/06/2015,4899.88,5002.23,5002.55,4852.76,"4,09B","-2,30%"
10/06/2015,4933.56,4914.74,4974.02,4912.83,"4,52B","0,69%"
11/06/2015,4928.81,4971.19,4979.26,4911.34,"3,32B","-0,10%"
12/06/2015,4935.82,4933.88,4947.5,4916.02,"3,36B","0,14%"
15/06/2015,4837.79,4925.22,4926.55,4837.79,"3,15B","-1,99%"
16/06/2015,4872.6,4847.39,4892.51,4826.13,"3,50B","0,72%"
17/06/2015,4945.75,4894.64,4955.56,4894.64,"3,88B","1,50%"
18/06/2015,4945.5,4947.96,4964.4,4932.92,"3,02B","-0,01%"
19/06/2015,4985.01,4958.86,4988.58,4958.86,"2,59B","0,80%"
22/06/2015,4959.25,4992.04,4992.04,4957.35,"2,46B","-0,52%"
23/06/2015,4937.65,4966.88,4972.18,4937.65,"2,99B","-0,44%"
24/06/2015,4953.52,4953.25,4973.48,4938.13,"3,90B","0,32%"
25/06/2015,4920.04,4944.13,4945.84,4920.04,"3,17B","-0,68%"
26/06/2015,4923.01,4917.03,4942.32,4897.9,"2,63B","0,06%"
29/06/2015,4882.58,4896.23,4896.59,4858.42,"2,69B","-0,82%"
30/06/2015,4910.66,4887.37,4930.25,4874.07,"2,89B","0,58%"
01/07/2015,4904.06,4924.07,4932.43,4904.06,"3,43B","-0,13%"
02/07/2015,4944.78,4914.43,4966.58,4914.43,"4,20B","0,83%"
03/07/2015,4982.91,4940.28,4982.91,4937.41,"3,86B","0,77%"
06/07/2015,4916.74,4946.1,4960.99,4913.29,"3,29B","-1,33%"
07/07/2015,4906.05,4918.28,4927.55,4891.05,"3,44B","-0,22%"
08/07/2015,4871.57,4912.64,4912.64,4856.44,"4,39B","-0,70%"
09/07/2015,4838.28,4849.8,4855.13,4811.9,"3,49B","-0,68%"
10/07/2015,4859.03,4858.98,4882.64,4845.78,"3,85B","0,43%"
13/07/2015,4893.92,4862.91,4898.14,4861.31,"2,55B","0,72%"
14/07/2015,4901.81,4907.87,4927.37,4892.12,"3,10B","0,16%"
15/07/2015,4869.85,4894.95,4897.86,4854.45,"2,68B","-0,65%"
22/07/2015,4906.69,4887.74,4906.69,4859.46,"2,91B","0,76%"
23/07/2015,4902.85,4897.2,4913.04,4889.83,"3,21B","-0,08%"
24/07/2015,4856.6,4890.78,4892.41,4848.73,"2,59B","-0,94%"
27/07/2015,4771.28,4833.15,4848.7,4771.28,"3,48B","-1,76%"
28/07/2015,4714.76,4747.35,4749.75,4711.49,"3,20B","-1,18%"
29/07/2015,4721.12,4733.82,4765.73,4720.4,"3,20B","0,13%"
30/07/2015,4712.49,4740.25,4754.72,4711.56,"3,21B","-0,18%"
31/07/2015,4802.53,4721.66,4802.53,4721.47,"3,35B","1,91%"
03/08/2015,4800.18,4778.04,4815.52,4774.78,"2,85B","-0,05%"
04/08/2015,4781.09,4784.15,4805.82,4771.89,"3,24B","-0,40%"
05/08/2015,4850.53,4786.39,4850.53,4780.97,"3,83B","1,45%"
06/08/2015,4806.56,4855.94,4868.07,4806.56,"3,16B","-0,91%"
07/08/2015,4770.3,4801.65,4804.33,4760.9,"2,99B","-0,75%"
10/08/2015,4748.95,4761.41,4764.74,4720.91,"3,01B","-0,45%"
11/08/2015,4622.59,4763.63,4771.72,4619.29,"4,26B","-2,66%"
12/08/2015,4479.49,4572.05,4572.05,4455.72,"3,83B","-3,10%"
13/08/2015,4584.25,4481.27,4600.55,4481.27,"3,91B","2,34%"
14/08/2015,4585.39,4587.51,4594.57,4559.86,"3,30B","0,02%"
18/08/2015,4510.48,4572.35,4579.08,4505.21,"3,18B","-1,63%"
19/08/2015,4484.24,4502.19,4529.25,4476.13,"2,82B","-0,58%"
20/08/2015,4441.91,4470.55,4473.08,4427.86,"3,31B","-0,94%"
21/08/2015,4335.95,4401.67,4401.67,4335.95,"3,45B","-2,39%"
24/08/2015,4163.73,4241.31,4241.91,4111.11,"3,96B","-3,97%"
25/08/2015,4228.5,4182.22,4301.77,4182.02,"4,64B","1,56%"
26/08/2015,4237.73,4200.82,4237.73,4161.21,"3,68B","0,22%"
27/08/2015,4430.63,4295.7,4433.46,4295.7,"4,69B","4,55%"
28/08/2015,4446.2,4480.11,4511.25,4433.66,"4,31B","0,35%"
31/08/2015,4509.61,4447.0,4509.61,4442.69,"3,42B","1,43%"
01/09/2015,4412.46,4484.2,4484.79,4411.13,"3,05B","-2,15%"
02/09/2015,4401.29,4367.81,4417.37,4350.48,"3,67B","-0,25%"
03/09/2015,4433.11,4427.95,4445.81,4404.88,"3,25B","0,72%"
04/09/2015,4415.34,4422.47,4433.55,4407.14,"2,92B","-0,40%"
07/09/2015,4301.36,4397.22,4398.01,4297.82,"2,95B","-2,58%"
08/09/2015,4318.59,4282.17,4325.43,4269.48,"3,39B","0,40%"
09/09/2015,4347.28,4347.48,4366.24,4323.56,"3,77B","0,66%"
10/09/2015,4343.26,4312.66,4343.66,4290.68,"3,53B","-0,09%"
11/09/2015,4360.47,4363.45,4381.65,4360.36,"3,31B","0,40%"
14/09/2015,4390.37,4378.19,4390.37,4365.57,"2,50B","0,69%"
15/09/2015,4347.16,4372.87,4376.78,4334.61,"3,44B","-0,98%"
16/09/2015,4332.51,4360.19,4370.35,4325.4,"3,74B","-0,34%"
17/09/2015,4378.39,4346.06,4389.36,4341.82,"3,21B","1,06%"
18/09/2015,4380.32,4383.07,4414.46,4359.01,"4,39B","0,04%"
21/09/2015,4376.08,4352.37,4382.24,4343.41,"2,87B","-0,10%"
22/09/2015,4344.04,4380.62,4389.31,4337.09,"3,29B","-0,73%"
23/09/2015,4244.43,4308.76,4308.98,4239.14,"3,53B","-2,29%"
25/09/2015,4209.44,4250.73,4251.23,4194.14,"3,41B","-0,82%"
28/09/2015,4120.5,4197.94,4199.46,4120.5,"2,93B","-2,11%"
29/09/2015,4178.41,4070.58,4178.41,4033.59,"3,89B","1,41%"
30/09/2015,4223.91,4189.47,4223.91,4168.22,"3,80B","1,09%"
01/10/2015,4254.88,4231.41,4270.91,4228.98,"3,30B","0,73%"
02/10/2015,4207.8,4243.97,4252.67,4207.8,"3,64B","-1,11%"
05/10/2015,4343.7,4243.33,4346.37,4241.02,"3,80B","3,23%"
06/10/2015,4445.78,4381.27,4464.9,4381.27,"4,88B","2,35%"
07/10/2015,4487.13,4458.84,4487.13,4414.83,"5,00B","0,93%"
08/10/2015,4491.43,4502.1,4537.25,4484.68,"4,14B","0,10%"
09/10/2015,4589.34,4538.5,4612.09,4538.5,"6,87B","2,18%"
12/10/2015,4630.71,4596.88,4639.94,4595.94,"6,80B","0,90%"
13/10/2015,4483.08,4621.89,4622.11,4483.08,"5,06B","-3,19%"
15/10/2015,4507.19,4513.27,4551.94,4507.19,"3,77B","0,54%"
16/10/2015,4521.88,4530.28,4544.82,4501.06,"3,88B","0,33%"
19/10/2015,4569.84,4534.71,4571.17,4533.94,"4,59B","1,06%"
20/10/2015,4585.82,4566.84,4608.35,4562.02,"4,72B","0,35%"
21/10/2015,4605.23,4597.19,4645.24,4591.23,"4,40B","0,42%"
22/10/2015,4584.56,4613.77,4616.22,4582.15,"4,04B","-0,45%"
23/10/2015,4653.15,4653.22,4666.91,4627.3,"4,41B","1,50%"
26/10/2015,4691.71,4683.11,4696.16,4675.06,"3,86B","0,83%"
27/10/2015,4674.06,4666.48,4674.06,4624.28,"3,09B","-0,38%"
28/10/2015,4608.74,4647.39,4657.41,4594.74,"4,19B","-1,40%"
29/10/2015,4472.02,4601.56,4605.76,4472.02,"3,95B","-2,97%"
30/10/2015,4455.18,4462.97,4480.6,4441.34,"3,47B","-0,38%"
02/11/2015,4464.96,4442.42,4470.42,4422.26,"2,87B","0,22%"
