Date,Close(t-10),Open(t-10),High(t-10),Low(t-10),Sentiment_Score(t-10),Close(t-9),Open(t-9),High(t-9),Low(t-9),Sentiment_Score(t-9),Close(t-8),Open(t-8),High(t-8),Low(t-8),Sentiment_Score(t-8),Close(t-7),Open(t-7),High(t-7),Low(t-7),Sentiment_Score(t-7),Close(t-6),Open(t-6),High(t-6),Low(t-6),Sentiment_Score(t-6),Close(t-5),Open(t-5),High(t-5),Low(t-5),Sentiment_Score(t-5),Close(t-4),Open(t-4),High(t-4),Low(t-4),Sentiment_Score(t-4),Close(t-3),Open(t-3),High(t-3),Low(t-3),Sentiment_Score(t-3),Close(t-2),Open(t-2),High(t-2),Low(t-2),Sentiment_Score(t-2),Close(t-1),Open(t-1),High(t-1),Low(t-1),Sentiment_Score(t-1),Close(t),Open(t),High(t),Low(t),Sentiment_Score(t)
2014-12-22,5144.01,5197.89,5207.22,5124.54,-1.0,5122.31,5132.91,5142.82,5122.31,-1.0,5165.41,5121.58,5168.73,5121.58,-1.0,5152.69,5139.29,5166.7,5137.2,-1.0,5160.43,5151.16,5178.52,5150.59,1.0,5108.43,5124.26,5126.07,5094.42,-1.0,5026.03,5067.95,5069.26,5005.27,-1.0,5035.65,5030.81,5059.73,5021.95,0.0,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0
2014-12-23,5122.31,5132.91,5142.82,5122.31,-1.0,5165.41,5121.58,5168.73,5121.58,-1.0,5152.69,5139.29,5166.7,5137.2,-1.0,5160.43,5151.16,5178.52,5150.59,1.0,5108.43,5124.26,5126.07,5094.42,-1.0,5026.03,5067.95,5069.26,5005.27,-1.0,5035.65,5030.81,5059.73,5021.95,0.0,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0
2014-12-24,5165.41,5121.58,5168.73,5121.58,-1.0,5152.69,5139.29,5166.7,5137.2,-1.0,5160.43,5151.16,5178.52,5150.59,1.0,5108.43,5124.26,5126.07,5094.42,-1.0,5026.03,5067.95,5069.26,5005.27,-1.0,5035.65,5030.81,5059.73,5021.95,0.0,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0
2014-12-29,5152.69,5139.29,5166.7,5137.2,-1.0,5160.43,5151.16,5178.52,5150.59,1.0,5108.43,5124.26,5126.07,5094.42,-1.0,5026.03,5067.95,5069.26,5005.27,-1.0,5035.65,5030.81,5059.73,5021.95,0.0,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0
2014-12-30,5160.43,5151.16,5178.52,5150.59,1.0,5108.43,5124.26,5126.07,5094.42,-1.0,5026.03,5067.95,5069.26,5005.27,-1.0,5035.65,5030.81,5059.73,5021.95,0.0,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0
2015-01-02,5108.43,5124.26,5126.07,5094.42,-1.0,5026.03,5067.95,5069.26,5005.27,-1.0,5035.65,5030.81,5059.73,5021.95,0.0,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0
2015-01-05,5026.03,5067.95,5069.26,5005.27,-1.0,5035.65,5030.81,5059.73,5021.95,0.0,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0
2015-01-06,5035.65,5030.81,5059.73,5021.95,0.0,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0
2015-01-07,5113.35,5076.23,5113.35,5076.23,1.0,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0
2015-01-08,5144.62,5141.71,5162.37,5127.72,1.0,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0
2015-01-09,5125.77,5161.02,5167.02,5125.77,1.0,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0
2015-01-12,5139.07,5139.79,5151.37,5139.06,1.0,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0
2015-01-13,5166.98,5141.38,5175.38,5140.97,1.0,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0
2015-01-14,5178.37,5168.72,5185.66,5167.43,1.0,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0
2015-01-15,5226.95,5177.94,5226.95,5175.64,1.0,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0
2015-01-16,5242.77,5233.8,5247.94,5230.75,1.0,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0
2015-01-19,5219.99,5229.68,5233.66,5206.28,-1.0,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0
2015-01-20,5169.06,5186.2,5194.8,5169.06,-1.0,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0
2015-01-21,5207.12,5175.55,5207.38,5174.8,0.0,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0
2015-01-22,5211.83,5218.4,5230.18,5208.99,0.0,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0
2015-01-23,5216.66,5226.89,5240.24,5212.28,0.0,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0
2015-01-26,5187.93,5202.75,5220.25,5183.21,0.0,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0
2015-01-27,5214.36,5199.94,5217.22,5197.09,1.0,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0
2015-01-28,5159.67,5217.2,5225.02,5159.67,-1.0,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0
2015-01-29,5188.71,5180.43,5193.95,5168.01,1.0,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0
2015-01-30,5148.38,5182.01,5204.49,5148.38,-1.0,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0
2015-02-02,5152.09,5152.16,5171.68,5132.71,1.0,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0
2015-02-03,5166.09,5154.37,5166.09,5121.81,-1.0,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0
2015-02-04,5215.27,5176.35,5215.27,5164.3,0.0,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0
2015-02-05,5253.18,5215.64,5267.57,5215.03,0.0,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0
2015-02-06,5323.89,5281.18,5325.04,5281.18,1.0,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0
2015-02-09,5260.02,5302.64,5309.52,5208.42,-1.0,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0
2015-02-10,5277.15,5254.46,5277.15,5243.75,0.0,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0
2015-02-11,5268.85,5272.22,5279.91,5263.55,-1.0,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0
2015-02-12,5262.72,5263.53,5266.99,5253.45,-1.0,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0
2015-02-13,5289.4,5290.39,5298.46,5281.58,1.0,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0
2015-02-16,5276.24,5277.15,5291.41,5257.21,1.0,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0
2015-02-17,5291.72,5287.62,5310.11,5282.06,1.0,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0
2015-02-18,5315.28,5315.45,5348.84,5298.12,1.0,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0
2015-02-20,5279.9,5309.13,5314.29,5254.04,-1.0,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0
2015-02-23,5342.52,5297.35,5342.52,5296.6,1.0,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0
2015-02-24,5348.47,5341.76,5375.09,5333.23,-1.0,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0,5417.31,5399.66,5422.44,5397.78,1.0
2015-02-25,5321.47,5353.81,5362.57,5310.08,-1.0,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0,5417.31,5399.66,5422.44,5397.78,1.0,5445.11,5426.23,5448.69,5425.9,1.0
2015-02-26,5336.52,5336.66,5345.08,5327.89,-1.0,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0,5417.31,5399.66,5422.44,5397.78,1.0,5445.11,5426.23,5448.69,5425.9,1.0,5451.42,5429.48,5459.07,5429.48,0.3333333333333333
2015-02-27,5343.41,5342.06,5346.14,5320.24,1.0,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0,5417.31,5399.66,5422.44,5397.78,1.0,5445.11,5426.23,5448.69,5425.9,1.0,5451.42,5429.48,5459.07,5429.48,0.3333333333333333,5450.29,5455.23,5464.22,5441.14,1.0
2015-03-02,5374.16,5363.98,5380.84,5352.95,1.0,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0,5417.31,5399.66,5422.44,5397.78,1.0,5445.11,5426.23,5448.69,5425.9,1.0,5451.42,5429.48,5459.07,5429.48,0.3333333333333333,5450.29,5455.23,5464.22,5441.14,1.0,5477.83,5452.83,5477.83,5451.57,1.0
2015-03-03,5325.49,5377.97,5384.02,5320.4,0.0,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0,5417.31,5399.66,5422.44,5397.78,1.0,5445.11,5426.23,5448.69,5425.9,1.0,5451.42,5429.48,5459.07,5429.48,0.3333333333333333,5450.29,5455.23,5464.22,5441.14,1.0,5477.83,5452.83,5477.83,5451.57,1.0,5474.62,5479.62,5499.77,5472.57,0.3333333333333333
2015-03-04,5337.5,5325.68,5342.93,5319.47,0.0,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0,5417.31,5399.66,5422.44,5397.78,1.0,5445.11,5426.23,5448.69,5425.9,1.0,5451.42,5429.48,5459.07,5429.48,0.3333333333333333,5450.29,5455.23,5464.22,5441.14,1.0,5477.83,5452.83,5477.83,5451.57,1.0,5474.62,5479.62,5499.77,5472.57,0.3333333333333333,5448.06,5477.82,5484.86,5435.44,0.3333333333333333
2015-03-05,5390.45,5372.75,5415.38,5372.75,1.0,5400.1,5399.43,5427.31,5398.35,1.0,5403.28,5409.94,5418.59,5387.38,1.0,5417.31,5399.66,5422.44,5397.78,1.0,5445.11,5426.23,5448.69,5425.9,1.0,5451.42,5429.48,5459.07,5429.48,0.3333333333333333,5450.29,5455.23,5464.22,5441.14,1.0,5477.83,5452.83,5477.83,5451.57,1.0,5474.62,5479.62,5499.77,5472.57,0.3333333333333333,5448.06,5477.82,5484.86,5435.44,0.3333333333333333,5450.95,5457.9,5476.63,5450.95,1.0
